index,name,category,temporal_stat,description,source
372,temporal_mean_color_hist_R_bin2,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 2）,OpenCV calcHist
373,temporal_mean_color_hist_R_bin3,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 3）,OpenCV calcHist
374,temporal_mean_color_hist_R_bin4,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 4）,OpenCV calcHist
375,temporal_mean_color_hist_R_bin5,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 5）,OpenCV calcHist
376,temporal_mean_color_hist_R_bin6,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 6）,OpenCV calcHist
377,temporal_mean_color_hist_R_bin7,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 7）,OpenCV calcHist
378,temporal_mean_color_hist_R_bin8,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 8）,OpenCV calcHist
379,temporal_mean_color_hist_R_bin9,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 9）,OpenCV calcHist
380,temporal_mean_color_hist_R_bin10,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 10）,OpenCV calcHist
381,temporal_mean_color_hist_R_bin11,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 11）,OpenCV calcHist
382,temporal_mean_color_hist_R_bin12,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 12）,OpenCV calcHist
383,temporal_mean_color_hist_R_bin13,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 13）,OpenCV calcHist
384,temporal_mean_color_hist_R_bin14,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 14）,OpenCV calcHist
385,temporal_mean_color_hist_R_bin15,Color Histogram,時間変化の平均,時間変化の平均: Rチャンネルの色ヒストグラム（bin 15）,OpenCV calcHist
386,temporal_mean_color_hist_G_bin0,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 0）,OpenCV calcHist
387,temporal_mean_color_hist_G_bin1,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 1）,OpenCV calcHist
388,temporal_mean_color_hist_G_bin2,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 2）,OpenCV calcHist
389,temporal_mean_color_hist_G_bin3,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 3）,OpenCV calcHist
390,temporal_mean_color_hist_G_bin4,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 4）,OpenCV calcHist
391,temporal_mean_color_hist_G_bin5,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 5）,OpenCV calcHist
392,temporal_mean_color_hist_G_bin6,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 6）,OpenCV calcHist
393,temporal_mean_color_hist_G_bin7,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 7）,OpenCV calcHist
394,temporal_mean_color_hist_G_bin8,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 8）,OpenCV calcHist
395,temporal_mean_color_hist_G_bin9,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 9）,OpenCV calcHist
396,temporal_mean_color_hist_G_bin10,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 10）,OpenCV calcHist
397,temporal_mean_color_hist_G_bin11,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 11）,OpenCV calcHist
398,temporal_mean_color_hist_G_bin12,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 12）,OpenCV calcHist
399,temporal_mean_color_hist_G_bin13,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 13）,OpenCV calcHist
400,temporal_mean_color_hist_G_bin14,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 14）,OpenCV calcHist
401,temporal_mean_color_hist_G_bin15,Color Histogram,時間変化の平均,時間変化の平均: Gチャンネルの色ヒストグラム（bin 15）,OpenCV calcHist
402,temporal_mean_color_hist_B_bin0,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 0）,OpenCV calcHist
403,temporal_mean_color_hist_B_bin1,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 1）,OpenCV calcHist
404,temporal_mean_color_hist_B_bin2,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 2）,OpenCV calcHist
405,temporal_mean_color_hist_B_bin3,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 3）,OpenCV calcHist
406,temporal_mean_color_hist_B_bin4,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 4）,OpenCV calcHist
407,temporal_mean_color_hist_B_bin5,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 5）,OpenCV calcHist
408,temporal_mean_color_hist_B_bin6,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 6）,OpenCV calcHist
409,temporal_mean_color_hist_B_bin7,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 7）,OpenCV calcHist
410,temporal_mean_color_hist_B_bin8,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 8）,OpenCV calcHist
411,temporal_mean_color_hist_B_bin9,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 9）,OpenCV calcHist
412,temporal_mean_color_hist_B_bin10,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 10）,OpenCV calcHist
413,temporal_mean_color_hist_B_bin11,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 11）,OpenCV calcHist
414,temporal_mean_color_hist_B_bin12,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 12）,OpenCV calcHist
415,temporal_mean_color_hist_B_bin13,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 13）,OpenCV calcHist
416,temporal_mean_color_hist_B_bin14,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 14）,OpenCV calcHist
417,temporal_mean_color_hist_B_bin15,Color Histogram,時間変化の平均,時間変化の平均: Bチャンネルの色ヒストグラム（bin 15）,OpenCV calcHist
418,temporal_mean_hsv_hist_H_bin0,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 0）,OpenCV calcHist
419,temporal_mean_hsv_hist_H_bin1,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 1）,OpenCV calcHist
420,temporal_mean_hsv_hist_H_bin2,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 2）,OpenCV calcHist
421,temporal_mean_hsv_hist_H_bin3,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 3）,OpenCV calcHist
422,temporal_mean_hsv_hist_H_bin4,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 4）,OpenCV calcHist
423,temporal_mean_hsv_hist_H_bin5,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 5）,OpenCV calcHist
424,temporal_mean_hsv_hist_H_bin6,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 6）,OpenCV calcHist
425,temporal_mean_hsv_hist_H_bin7,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 7）,OpenCV calcHist
426,temporal_mean_hsv_hist_H_bin8,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 8）,OpenCV calcHist
427,temporal_mean_hsv_hist_H_bin9,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 9）,OpenCV calcHist
428,temporal_mean_hsv_hist_H_bin10,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 10）,OpenCV calcHist
429,temporal_mean_hsv_hist_H_bin11,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 11）,OpenCV calcHist
430,temporal_mean_hsv_hist_H_bin12,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 12）,OpenCV calcHist
431,temporal_mean_hsv_hist_H_bin13,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 13）,OpenCV calcHist
432,temporal_mean_hsv_hist_H_bin14,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 14）,OpenCV calcHist
433,temporal_mean_hsv_hist_H_bin15,HSV Histogram,時間変化の平均,時間変化の平均: HueチャンネルのHSVヒストグラム（bin 15）,OpenCV calcHist
434,temporal_mean_hsv_hist_S_bin0,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 0）,OpenCV calcHist
435,temporal_mean_hsv_hist_S_bin1,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 1）,OpenCV calcHist
436,temporal_mean_hsv_hist_S_bin2,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 2）,OpenCV calcHist
437,temporal_mean_hsv_hist_S_bin3,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 3）,OpenCV calcHist
438,temporal_mean_hsv_hist_S_bin4,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 4）,OpenCV calcHist
439,temporal_mean_hsv_hist_S_bin5,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 5）,OpenCV calcHist
440,temporal_mean_hsv_hist_S_bin6,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 6）,OpenCV calcHist
441,temporal_mean_hsv_hist_S_bin7,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 7）,OpenCV calcHist
442,temporal_mean_hsv_hist_S_bin8,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 8）,OpenCV calcHist
443,temporal_mean_hsv_hist_S_bin9,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 9）,OpenCV calcHist
444,temporal_mean_hsv_hist_S_bin10,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 10）,OpenCV calcHist
445,temporal_mean_hsv_hist_S_bin11,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 11）,OpenCV calcHist
446,temporal_mean_hsv_hist_S_bin12,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 12）,OpenCV calcHist
447,temporal_mean_hsv_hist_S_bin13,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 13）,OpenCV calcHist
448,temporal_mean_hsv_hist_S_bin14,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 14）,OpenCV calcHist
449,temporal_mean_hsv_hist_S_bin15,HSV Histogram,時間変化の平均,時間変化の平均: SaturationチャンネルのHSVヒストグラム（bin 15）,OpenCV calcHist
450,temporal_mean_hsv_hist_V_bin0,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 0）,OpenCV calcHist
451,temporal_mean_hsv_hist_V_bin1,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 1）,OpenCV calcHist
452,temporal_mean_hsv_hist_V_bin2,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 2）,OpenCV calcHist
453,temporal_mean_hsv_hist_V_bin3,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 3）,OpenCV calcHist
454,temporal_mean_hsv_hist_V_bin4,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 4）,OpenCV calcHist
455,temporal_mean_hsv_hist_V_bin5,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 5）,OpenCV calcHist
456,temporal_mean_hsv_hist_V_bin6,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 6）,OpenCV calcHist
457,temporal_mean_hsv_hist_V_bin7,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 7）,OpenCV calcHist
458,temporal_mean_hsv_hist_V_bin8,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 8）,OpenCV calcHist
459,temporal_mean_hsv_hist_V_bin9,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 9）,OpenCV calcHist
460,temporal_mean_hsv_hist_V_bin10,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 10）,OpenCV calcHist
461,temporal_mean_hsv_hist_V_bin11,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 11）,OpenCV calcHist
462,temporal_mean_hsv_hist_V_bin12,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 12）,OpenCV calcHist
463,temporal_mean_hsv_hist_V_bin13,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 13）,OpenCV calcHist
464,temporal_mean_hsv_hist_V_bin14,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 14）,OpenCV calcHist
465,temporal_mean_hsv_hist_V_bin15,HSV Histogram,時間変化の平均,時間変化の平均: ValueチャンネルのHSVヒストグラム（bin 15）,OpenCV calcHist
466,temporal_mean_hu_moment_1,Hu Moments,時間変化の平均,時間変化の平均: Huモーメント 1: 回転・スケール・反転不変,OpenCV HuMoments
467,temporal_mean_hu_moment_2,Hu Moments,時間変化の平均,時間変化の平均: Huモーメント 2: 回転・スケール不変,OpenCV HuMoments
468,temporal_mean_hu_moment_3,Hu Moments,時間変化の平均,時間変化の平均: Huモーメント 3: 回転・スケール不変,OpenCV HuMoments
469,temporal_mean_hu_moment_4,Hu Moments,時間変化の平均,時間変化の平均: Huモーメント 4: 回転・スケール不変,OpenCV HuMoments
470,temporal_mean_hu_moment_5,Hu Moments,時間変化の平均,時間変化の平均: Huモーメント 5: 回転・スケール不変（符号反転あり）,OpenCV HuMoments
471,temporal_mean_hu_moment_6,Hu Moments,時間変化の平均,時間変化の平均: Huモーメント 6: 回転・スケール不変（符号反転あり）,OpenCV HuMoments
472,temporal_mean_hu_moment_7,Hu Moments,時間変化の平均,時間変化の平均: Huモーメント 7: 反転識別,OpenCV HuMoments
473,temporal_mean_glcm_contrast_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM コントラスト（局所的な輝度変化）のmean,scikit-image graycoprops
474,temporal_mean_glcm_contrast_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM コントラスト（局所的な輝度変化）のstd,scikit-image graycoprops
475,temporal_mean_glcm_dissimilarity_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM 非類似度（隣接ピクセルの差）のmean,scikit-image graycoprops
476,temporal_mean_glcm_dissimilarity_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM 非類似度（隣接ピクセルの差）のstd,scikit-image graycoprops
477,temporal_mean_glcm_homogeneity_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM 均質性（局所的な均一性）のmean,scikit-image graycoprops
478,temporal_mean_glcm_homogeneity_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM 均質性（局所的な均一性）のstd,scikit-image graycoprops
479,temporal_mean_glcm_energy_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM エネルギー（テクスチャの均一性）のmean,scikit-image graycoprops
480,temporal_mean_glcm_energy_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM エネルギー（テクスチャの均一性）のstd,scikit-image graycoprops
481,temporal_mean_glcm_correlation_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM 相関（線形依存性）のmean,scikit-image graycoprops
482,temporal_mean_glcm_correlation_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の平均,時間変化の平均: GLCM 相関（線形依存性）のstd,scikit-image graycoprops
483,temporal_mean_lbp_hist_bin0,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 0）- テクスチャパターン,scikit-image local_binary_pattern
484,temporal_mean_lbp_hist_bin1,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 1）- テクスチャパターン,scikit-image local_binary_pattern
485,temporal_mean_lbp_hist_bin2,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 2）- テクスチャパターン,scikit-image local_binary_pattern
486,temporal_mean_lbp_hist_bin3,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 3）- テクスチャパターン,scikit-image local_binary_pattern
487,temporal_mean_lbp_hist_bin4,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 4）- テクスチャパターン,scikit-image local_binary_pattern
488,temporal_mean_lbp_hist_bin5,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 5）- テクスチャパターン,scikit-image local_binary_pattern
489,temporal_mean_lbp_hist_bin6,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 6）- テクスチャパターン,scikit-image local_binary_pattern
490,temporal_mean_lbp_hist_bin7,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 7）- テクスチャパターン,scikit-image local_binary_pattern
491,temporal_mean_lbp_hist_bin8,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 8）- テクスチャパターン,scikit-image local_binary_pattern
492,temporal_mean_lbp_hist_bin9,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 9）- テクスチャパターン,scikit-image local_binary_pattern
493,temporal_mean_lbp_hist_bin10,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 10）- テクスチャパターン,scikit-image local_binary_pattern
494,temporal_mean_lbp_hist_bin11,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 11）- テクスチャパターン,scikit-image local_binary_pattern
495,temporal_mean_lbp_hist_bin12,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 12）- テクスチャパターン,scikit-image local_binary_pattern
496,temporal_mean_lbp_hist_bin13,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 13）- テクスチャパターン,scikit-image local_binary_pattern
497,temporal_mean_lbp_hist_bin14,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 14）- テクスチャパターン,scikit-image local_binary_pattern
498,temporal_mean_lbp_hist_bin15,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 15）- テクスチャパターン,scikit-image local_binary_pattern
499,temporal_mean_lbp_hist_bin16,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 16）- テクスチャパターン,scikit-image local_binary_pattern
500,temporal_mean_lbp_hist_bin17,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 17）- テクスチャパターン,scikit-image local_binary_pattern
501,temporal_mean_lbp_hist_bin18,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 18）- テクスチャパターン,scikit-image local_binary_pattern
502,temporal_mean_lbp_hist_bin19,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 19）- テクスチャパターン,scikit-image local_binary_pattern
503,temporal_mean_lbp_hist_bin20,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 20）- テクスチャパターン,scikit-image local_binary_pattern
504,temporal_mean_lbp_hist_bin21,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 21）- テクスチャパターン,scikit-image local_binary_pattern
505,temporal_mean_lbp_hist_bin22,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 22）- テクスチャパターン,scikit-image local_binary_pattern
506,temporal_mean_lbp_hist_bin23,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 23）- テクスチャパターン,scikit-image local_binary_pattern
507,temporal_mean_lbp_hist_bin24,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 24）- テクスチャパターン,scikit-image local_binary_pattern
508,temporal_mean_lbp_hist_bin25,LBP (Local Binary Pattern),時間変化の平均,時間変化の平均: LBPヒストグラム（bin 25）- テクスチャパターン,scikit-image local_binary_pattern
509,temporal_mean_hog_mean,HOG (Histogram of Oriented Gradients),時間変化の平均,時間変化の平均: HOG特徴量の平均,scikit-image hog
510,temporal_mean_hog_std,HOG (Histogram of Oriented Gradients),時間変化の平均,時間変化の平均: HOG特徴量の標準偏差,scikit-image hog
511,temporal_mean_hog_max,HOG (Histogram of Oriented Gradients),時間変化の平均,時間変化の平均: HOG特徴量の最大値,scikit-image hog
512,temporal_mean_hog_min,HOG (Histogram of Oriented Gradients),時間変化の平均,時間変化の平均: HOG特徴量の最小値,scikit-image hog
513,temporal_mean_hog_p25,HOG (Histogram of Oriented Gradients),時間変化の平均,時間変化の平均: HOG特徴量の25パーセンタイル,scikit-image hog
514,temporal_mean_hog_p75,HOG (Histogram of Oriented Gradients),時間変化の平均,時間変化の平均: HOG特徴量の75パーセンタイル,scikit-image hog
515,temporal_mean_edge_density,Edge Features,時間変化の平均,時間変化の平均: Cannyエッジ検出による密度,OpenCV Canny/Sobel
516,temporal_mean_gradient_magnitude_mean,Edge Features,時間変化の平均,時間変化の平均: Sobel勾配強度の平均,OpenCV Canny/Sobel
517,temporal_mean_gradient_magnitude_std,Edge Features,時間変化の平均,時間変化の平均: Sobel勾配強度の標準偏差,OpenCV Canny/Sobel
518,temporal_mean_gradient_magnitude_max,Edge Features,時間変化の平均,時間変化の平均: Sobel勾配強度の最大値,OpenCV Canny/Sobel
519,temporal_mean_stat_R_mean,Statistical Features,時間変化の平均,時間変化の平均: Rチャンネルの平均値,NumPy/SciPy stats
520,temporal_mean_stat_R_std,Statistical Features,時間変化の平均,時間変化の平均: Rチャンネルの標準偏差,NumPy/SciPy stats
521,temporal_mean_stat_R_skew,Statistical Features,時間変化の平均,時間変化の平均: Rチャンネルの歪度（分布の非対称性）,NumPy/SciPy stats
522,temporal_mean_stat_R_kurtosis,Statistical Features,時間変化の平均,時間変化の平均: Rチャンネルの尖度（分布の尖り）,NumPy/SciPy stats
523,temporal_mean_stat_R_p10,Statistical Features,時間変化の平均,時間変化の平均: Rチャンネルの10パーセンタイル,NumPy/SciPy stats
524,temporal_mean_stat_R_p90,Statistical Features,時間変化の平均,時間変化の平均: Rチャンネルの90パーセンタイル,NumPy/SciPy stats
525,temporal_mean_stat_G_mean,Statistical Features,時間変化の平均,時間変化の平均: Gチャンネルの平均値,NumPy/SciPy stats
526,temporal_mean_stat_G_std,Statistical Features,時間変化の平均,時間変化の平均: Gチャンネルの標準偏差,NumPy/SciPy stats
527,temporal_mean_stat_G_skew,Statistical Features,時間変化の平均,時間変化の平均: Gチャンネルの歪度（分布の非対称性）,NumPy/SciPy stats
528,temporal_mean_stat_G_kurtosis,Statistical Features,時間変化の平均,時間変化の平均: Gチャンネルの尖度（分布の尖り）,NumPy/SciPy stats
529,temporal_mean_stat_G_p10,Statistical Features,時間変化の平均,時間変化の平均: Gチャンネルの10パーセンタイル,NumPy/SciPy stats
530,temporal_mean_stat_G_p90,Statistical Features,時間変化の平均,時間変化の平均: Gチャンネルの90パーセンタイル,NumPy/SciPy stats
531,temporal_mean_stat_B_mean,Statistical Features,時間変化の平均,時間変化の平均: Bチャンネルの平均値,NumPy/SciPy stats
532,temporal_mean_stat_B_std,Statistical Features,時間変化の平均,時間変化の平均: Bチャンネルの標準偏差,NumPy/SciPy stats
533,temporal_mean_stat_B_skew,Statistical Features,時間変化の平均,時間変化の平均: Bチャンネルの歪度（分布の非対称性）,NumPy/SciPy stats
534,temporal_mean_stat_B_kurtosis,Statistical Features,時間変化の平均,時間変化の平均: Bチャンネルの尖度（分布の尖り）,NumPy/SciPy stats
535,temporal_mean_stat_B_p10,Statistical Features,時間変化の平均,時間変化の平均: Bチャンネルの10パーセンタイル,NumPy/SciPy stats
536,temporal_mean_stat_B_p90,Statistical Features,時間変化の平均,時間変化の平均: Bチャンネルの90パーセンタイル,NumPy/SciPy stats
537,temporal_mean_stat_gray_mean,Statistical Features,時間変化の平均,時間変化の平均: グレースケールの平均値,NumPy/SciPy stats
538,temporal_mean_stat_gray_std,Statistical Features,時間変化の平均,時間変化の平均: グレースケールの標準偏差,NumPy/SciPy stats
539,temporal_mean_stat_gray_skew,Statistical Features,時間変化の平均,時間変化の平均: グレースケールの歪度（分布の非対称性）,NumPy/SciPy stats
540,temporal_mean_stat_gray_kurtosis,Statistical Features,時間変化の平均,時間変化の平均: グレースケールの尖度（分布の尖り）,NumPy/SciPy stats
541,temporal_mean_fft_low_freq_ratio,FFT Features,時間変化の平均,時間変化の平均: 2Dフーリエ変換: 低周波成分の比率,NumPy FFT
542,temporal_mean_fft_mid_freq_ratio,FFT Features,時間変化の平均,時間変化の平均: 2Dフーリエ変換: 中周波成分の比率,NumPy FFT
543,temporal_mean_fft_high_freq_ratio,FFT Features,時間変化の平均,時間変化の平均: 2Dフーリエ変換: 高周波成分の比率,NumPy FFT
544,temporal_mean_fft_magnitude_mean,FFT Features,時間変化の平均,時間変化の平均: 2Dフーリエ変換: パワースペクトルの平均,NumPy FFT
545,temporal_mean_fft_magnitude_std,FFT Features,時間変化の平均,時間変化の平均: 2Dフーリエ変換: パワースペクトルの標準偏差,NumPy FFT
546,temporal_mean_spatial_centroid_x,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: 重心X座標（正規化）,OpenCV moments
547,temporal_mean_spatial_centroid_y,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: 重心Y座標（正規化）,OpenCV moments
548,temporal_mean_spatial_variance_x,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: X方向の分散（正規化）,OpenCV moments
